# Study: LKA_Haptics | Participant: 14 | Condition: HapticsAdaptiveCC | Init: 20260129_130707 | Roadwidth_halfmeters: 1.25 | LKA_deadzone: 0.4 | Min_Vib_Pecentage: 0.2 | Max_Vib_Percentage: 0.4
Timestamp;Trackposition;Speed_KmH;SteerAngle;CTE_Norm;Haptic_L_Norm;Haptic_R_Norm;LkaPIDError;LkaNormEffort;LkaNormCTE;CTE_Meters;B_HeadingError_Deg;W_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;TrackRadius_Meters;LKA_Engaged;LKA_Switch;MotorDir;SecTaskNum;SecTaskIsTarget;SecTaskPressed
0,0000;260,6377;4,6000;-2,0277;-0,0158;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0197;-0,9700;-3,0000;1;0,0000;0,0000;0;1;1;4;0;0
0,0139;260,6377;4,6000;-2,1221;-0,0162;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0203;-1,0000;-3,1200;1;0,0000;0,0000;0;1;1;4;0;0
0,0278;260,6377;4,6000;-2,2377;-0,0167;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0209;-1,0200;-3,2600;1;0,0000;0,0000;0;1;1;4;0;0
0,0417;260,6377;4,6000;-2,3760;-0,0171;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0214;-1,0500;-3,4300;1;0,0000;0,0000;0;1;1;4;0;0
0,0556;260,6377;4,6000;-2,4884;-0,0176;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0220;-1,0800;-3,5700;1;0,0000;0,0000;0;1;1;4;0;0
0,0695;260,6377;4,6000;-2,5616;-0,0181;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0227;-1,1100;-3,6700;1;0,0000;0,0000;0;1;1;4;0;0
0,0834;260,6377;4,6000;-2,5860;-0,0186;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0233;-1,1400;-3,7200;1;0,0000;0,0000;0;1;1;4;0;0
0,0973;260,6377;4,6000;-2,5909;-0,0192;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0239;-1,1700;-3,7600;1;0,0000;0,0000;0;1;1;4;0;0
0,1111;260,6377;4,6000;-2,5949;-0,0197;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0246;-1,2000;-3,7900;1;0,0000;0,0000;0;1;1;4;0;0
0,1250;260,6377;4,6000;-2,5870;-0,0202;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0253;-1,2300;-3,8200;1;0,0000;0,0000;0;1;1;4;0;0
0,1389;260,4085;4,6000;-2,5472;-0,0208;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0260;-1,2600;-3,8100;1;0,0000;0,0000;0;1;1;4;0;0
0,1528;260,3907;4,6000;-2,4907;-0,0213;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0266;-1,2900;-3,7800;1;0,0000;0,0000;0;1;1;4;0;0
0,1667;260,3730;4,6000;-2,4052;-0,0218;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0273;-1,3200;-3,7200;1;0,0000;0,0000;0;1;1;4;0;0
0,1806;260,3553;4,6000;-2,3880;-0,0224;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0280;-1,3400;-3,7300;1;0,0000;0,0000;0;1;1;4;0;0
0,1945;260,3375;4,6000;-2,2500;-0,0229;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0286;-1,3700;-3,6200;1;0,0000;0,0000;0;1;1;4;0;0
0,2084;260,3198;4,6000;-2,1522;-0,0234;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0293;-1,3900;-3,5500;1;0,0000;0,0000;0;1;1;4;0;0
0,2223;260,3020;4,6000;-2,0112;-0,0240;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0299;-1,4200;-3,4300;1;0,0000;0,0000;0;1;1;4;0;0
0,2361;260,2843;4,6000;-1,8297;-0,0245;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0306;-1,4400;-3,2700;1;0,0000;0,0000;0;1;1;4;0;0
